,location,name,nid,rank,rank_order,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,percentage_male,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url,male_students
450,Italy,University of Naples Federico II,131807,401–500,451,77.5,238,43.0,389,28.3,805,35.0–39.9 ,24.8,410,18.4,931,44.0,81056,0%,55.9,"Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Archaeology,Agriculture & Forestry,Civil Engineering,Accounting & Finance,Psychology,Computer Science,Medicine & Dentistry,Business & Management,Architecture,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Law,Chemical Engineering,History, Philosophy & Theology,Biological Sciences,Other Health,Geography,Physics & Astronomy,Chemistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-naples-federico-ii,35664.0
451,Taiwan,National Chiao Tung University,707,401–500,452,31.5,718,89.0,59,35.8,672,35.0–39.9,41.1,174,34.6,275,72.0,12639,7%,17.7,"Communication & Media Studies,Civil Engineering,Sociology,General Engineering,Biological Sciences,Business & Management,Accounting & Finance,Chemistry,Computer Science,Physics & Astronomy,Mathematics & Statistics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Education,Mechanical & Aerospace Engineering,Architecture,Electrical & Electronic Engineering",/world-university-rankings/national-chiao-tung-university,9100.0
452,Russian Federation,National Research Nuclear University MEPhI,878,401–500,453,53.1,502,99.7,21,49.5,455,35.0–39.9,25.5,398,32.6,324,69.0,7064,15%,7.6,"Accounting & Finance,Politics & International Studies (incl Development Studies),Biological Sciences,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,General Engineering,Mathematics & Statistics,Computer Science",/world-university-rankings/national-research-nuclear-university-mephi,4874.0
453,Taiwan,National Taiwan University of Science and Technology (Taiwan Tech),793,401–500,454,39.9,620,85.1,72,36.0,669,35.0–39.9,43.1,154,30.4,376,68.0,7981,13%,18.7,"Computer Science,Art, Performing Arts & Design,Civil Engineering,Mechanical & Aerospace Engineering,Education,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Architecture,Chemical Engineering",/world-university-rankings/national-taiwan-university-science-and-technology-taiwan-tech,5427.0
454,United States,University of Nebraska Medical Center,1029,401–500,455,58.6,456,36.2,659,41.2,596,35.0–39.9,10.6,868,34.7,269,33.0,2856,9%,2.4,"Biological Sciences,Medicine & Dentistry,Other Health",/world-university-rankings/university-nebraska-medical-center,942.0
455,Switzerland,University of Neuchâtel,131274,401–500,456,47.4,548,33.7,823,90.9,58,35.0–39.9,20.9,494,23.6,617,40.0,4216,23%,8.8,"Accounting & Finance,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Psychology,Law,Chemistry,Sport Science,Business & Management,History, Philosophy & Theology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Geography,Sociology,Computer Science",/world-university-rankings/university-neuchatel,1686.0
456,United States,Northern Arizona University,589172,401–500,457,91.6,80,32.1,998,29.8,773,35.0–39.9,11.3,831,19.7,841,42.0,27227,5%,26.8,"Accounting & Finance,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Communication & Media Studies,Sociology,Other Health,Computer Science,Geography,Economics & Econometrics,Electrical & Electronic Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,History, Philosophy & Theology,Law,Business & Management,Agriculture & Forestry,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Architecture,Biological Sciences,General Engineering",/world-university-rankings/northern-arizona-university,11435.0
457,Norway,Norwegian University of Life Sciences,587790,401–500,458,68.0,352,37.3,598,77.9,159,35.0–39.9,7.9,1023,24.0,595,42.0,5723,22%,7.1,"Chemistry,Business & Management,Physics & Astronomy,General Engineering,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",/world-university-rankings/norwegian-university-life-sciences,2403.0
458,Russian Federation,Novosibirsk State University,1030,401–500,459,34.7,678,37.9,573,41.3,593,35.0–39.9,29.5,320,42.9,149,49.0,7242,18%,6.5,"Computer Science,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Biological Sciences,Business & Management,Communication & Media Studies,Other Health,Psychology,Physics & Astronomy,Chemistry,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Law,Accounting & Finance,Archaeology",/world-university-rankings/novosibirsk-state-university,3548.0
459,United States,University of Oklahoma,794,401–500,460,68.2,348,38.5,546,37.2,653,35.0–39.9,18.6,558,32.6,325,49.0,27333,7%,10.6,"Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Electrical & Electronic Engineering,Law,Biological Sciences,Chemistry,Mathematics & Statistics,Chemical Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sport Science,General Engineering,Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Accounting & Finance,Physics & Astronomy,Communication & Media Studies,Education,Other Health,Sociology,History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Archaeology,Psychology",/world-university-rankings/university-oklahoma,13393.0
460,United Kingdom,The Open University,959,401–500,461,67.6,358,32.4,955,53.6,393,35.0–39.9,16.2,630,20.9,765,39.0,67357,8%,33.0,"Law,Education,Languages, Literature & Linguistics,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Politics & International Studies (incl Development Studies),Sport Science,Mathematics & Statistics,Business & Management,Psychology",/world-university-rankings/open-university,26269.0
461,United Kingdom,Oxford Brookes University,131653,401–500,462,40.3,615,32.2,987,75.3,183,35.0–39.9,27.2,360,31.7,343,42.0,13256,28%,17.9,"Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,Sociology,Architecture,Economics & Econometrics,Business & Management,Communication & Media Studies,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Law,Psychology,Geography,Veterinary Science,Mathematics & Statistics,Sport Science,Education,Agriculture & Forestry,Biological Sciences",/world-university-rankings/oxford-brookes-university,5567.0
462,Italy,University of Parma,131545,401–500,463,69.0,333,37.3,599,37.3,652,35.0–39.9,19.0,550,18.6,914,44.0,24307,6%,27.6,"Geology, Environmental, Earth & Marine Sciences,Psychology,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Education,Computer Science,Law,Civil Engineering,Accounting & Finance,Other Health,Biological Sciences,Mathematics & Statistics,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Architecture,Veterinary Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Chemistry",/world-university-rankings/university-parma,10695.0
463,United Kingdom,Plymouth University,796,401–500,464,68.6,339,32.3,973,68.3,241,35.0–39.9,19.7,529,21.5,728,48.0,18336,15%,18.0,"Medicine & Dentistry,Accounting & Finance,Architecture,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Economics & Econometrics,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Computer Science,Law,Geography,Education,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Biological Sciences,Psychology,Civil Engineering,Chemistry",/world-university-rankings/plymouth-university,8801.0
464,Spain,Polytechnic University of Catalonia,849,401–500,465,55.3,485,41.6,429,53.2,400,35.0–39.9,17.6,599,27.1,464,73.0,21581,12%,9.8,"Physics & Astronomy,Other Health,Electrical & Electronic Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Mathematics & Statistics,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Computer Science,Agriculture & Forestry,Architecture",/world-university-rankings/polytechnic-university-catalonia,15754.0
465,Italy,Polytechnic University of Turin,850,401–500,466,68.6,340,48.1,308,48.1,481,35.0–39.9,20.9,495,26.9,472,72.0,30903,14%,29.7,"Electrical & Electronic Engineering,Architecture,Civil Engineering,General Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/polytechnic-university-turin,22250.0
466,Qatar,Qatar University,131534,401–500,467,60.7,432,46.1,335,99.8,2,35.0–39.9,18.3,571,19.8,835,27.0,13342,42%,17.6,"Civil Engineering,Politics & International Studies (incl Development Studies),Law,Computer Science,Sociology,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,History, Philosophy & Theology,Other Health,Education,Mechanical & Aerospace Engineering,Accounting & Finance,Communication & Media Studies,Chemical Engineering,Electrical & Electronic Engineering,Architecture,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sport Science,Psychology,Chemistry,Mathematics & Statistics",/world-university-rankings/qatar-university,3602.0
467,Pakistan,Quaid-i-azam University,131310,401–500,468,81.2,196,31.7,1079,42.1,578,35.0–39.9,1.3,1103,21.6,722,43.0,13559,0%,26.6,"Psychology,Computer Science,Physics & Astronomy,Sociology,Other Health,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Veterinary Science,Electrical & Electronic Engineering",/world-university-rankings/quaid-i-azam-university,5830.0
468,Iceland,Reykjavík University,131356,401–500,469,79.1,224,33.7,824,60.1,315,35.0–39.9,16.0,636,14.9,1091,41.0,3206,6%,29.4,"Accounting & Finance,Civil Engineering,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Psychology,General Engineering,Computer Science,Electrical & Electronic Engineering",/world-university-rankings/reykjavik-university,1314.0
469,Australia,RMIT University,915,401–500,470,53.3,497,38.4,551,87.1,86,35.0–39.9,20.5,502,24.2,588,53.0,31465,25%,17.2,"Accounting & Finance,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Communication & Media Studies,Chemistry,Education,Mathematics & Statistics,Sport Science,Physics & Astronomy,Psychology,Art, Performing Arts & Design,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Civil Engineering,Law,Other Health,General Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/rmit-university,16676.0
470,Italy,University of Rome II – Tor Vergata,131526,401–500,471,71.9,302,38.5,547,43.3,563,35.0–39.9,15.4,656,25.2,540,49.0,32325,6%,17.9,"Law,General Engineering,Computer Science,Biological Sciences,Physics & Astronomy,Other Health,Chemistry,Sport Science,Mathematics & Statistics,Business & Management,Civil Engineering,Economics & Econometrics,Languages, Literature & Linguistics,History, Philosophy & Theology,Accounting & Finance,Education,Mechanical & Aerospace Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Electrical & Electronic Engineering",/world-university-rankings/university-rome-ii-tor-vergata,15839.0
471,Italy,University of Rome III,1016,401–500,472,67.3,360,37.4,596,38.4,634,35.0–39.9,10.6,870,26.3,494,41.0,34492,4%,56.2,"Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Law,Business & Management,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Architecture",/world-university-rankings/university-rome-iii,14141.0
